,street,LICENSE..,STATUS,APPLICANT,TRADE.NAME,ADDRESS,SMD,CLASS,DESCRIPTION,YelpCorrect,Selection.DATE,Month.Sort,FY.Sort,Applicant,Owner.Name
1707,601 2ND ST NE,"ABRA‐
097558",Active,"Gobind, LLC",Toscana Cafe,"601 2ND ST, NE, WASHINGTON, 
DC 20002","SMD 
6C04",D,Restaurant,,NOV 2009,200911,FY2009,"601 SECOND STREET RESTAURANT, LLC","601 SECOND STREET, LLC."
1710,601 F ST NW,"ABRA‐
076676",Active,"GT Capitol, LLC",The Green Turtle,"601 F ST, NW, WASHINGTON, DC 
20004","SMD 
2C01",C,Restaurant,,APR 2007,200704,FY2007,,DC ARENA LP. (ABE POLLIN)
1724,601 PENNSYLVANIA AVE NW,"ABRA‐
086339",Active,"FT DC, LLC",Fiola,"601 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C03",C,Restaurant,,FEB 2011,201102,FY2011,FT DC LLC.,PENNSYLVANIA PLAZA ASSOCIATES
1725,601 PENNSYLVANIA AVE NW,"ABRA‐
060206",Active,"Capital Grille Holdings, 
Inc.",Capital Grille,"601 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C03",C,Restaurant,,APR 2005,200504,FY2005,,LAWRENCE RUBEN CO.
1736,617 H ST NW,"ABRA‐
083415",Active,MT 617 Corporation,Ming's,"617 H ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,MAR 2009,200903,FY2009,KAM  YU,"GREEN LEAVES RESTAURANT, INC."
1739,621 PENNSYLVANIA AVE SE,"ABRA‐
088067",Active,Pound the Hill Inc,Pound the Hill,"621 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003","SMD 
6B02",D,Restaurant,,MAR 2011,201103,FY2011,,L&S REAL ESTATE LLC
1743,6210 GEORGIA AVE NW,"ABRA‐
022889",Active,"Serengeti Entertainment 
Group Inc.",Serengeti,"6210 GEORGIA AVE, NW, STE A, 
WASHINGTON, DC 20011","SMD 
4A04",C,Restaurant,,MAR 2004,200403,FY2004,,MATTHEWS TRACY D
1746,623 H ST NW,"ABRA‐
076727",Active,"Vap H Street, LLC",Vapiano,"623 H ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,AUG 2009,200908,FY2009,"VAP H ST, LLC.",JEMAL'S 623-625 H STREET LLC
1748,624 T ST NW,"ABRA‐
092357",Active,"Right Proper, LLC","Right Proper Brewing 
Company","624 T ST, NW, WASHINGTON, DC 
20001","SMD 
1B01",C,Tavern,,NOV 2013,201311,FY2013,,BROADCAST RESIDENTIAL PARTNERS LLC
1752,625 MONROE ST NE,"ABRA‐
094546",Active,"Busboys of Brookland, LLC",Busboys & Poets,"625 MONROE ST, NE, 
WASHINGTON, DC 20017","SMD 
5E01",C,Restaurant,,APR 2015,201504,FY2015,"BUSBOY OF  BROOKLAND, LLC","MONROE STREET BLOCK A-1 RETAIL, LLC"
1754,629 PENNSYLVANIA AVE SE,"ABRA‐
060614",Active,La Plaza Inc.,"La Plaza Mexican 
Restaurant","629 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003","SMD 
6B02",C,Restaurant,,JAN 2003,200301,FY2003,,MOHAMED
1759,633 PENNSYLVANIA AVE SE,"ABRA‐
089718",Active,"Hanks on the Hill, LLC",Hanks Oyster Bar,"633 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003","SMD 
6B02",C,Restaurant,,JUL 2012,201207,FY2012,HANK'S ON THE HILL LLC,633 PENN AVE LLC
1766,645 FLORIDA AVE NW,"ABRA‐
090823",Active,Brilliant LLC,Flash,"645 FLORIDA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B01",C,Tavern,,MAY 2013,201305,FY2013,,645 FLORIDA AVENUE LLC
1773,666 PENNSYLVANIA AVE SE,"ABRA‐
080832",Active,"PQ Capitol Hill, Inc.",Le Pain Quotidien,"666 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003","SMD 
6B02",D,Restaurant,,JAN 2009,200901,FY2009,"P Q CAPITOL HILL, INC.","P Q CAPITOL HILL, INC."
1778,701 7TH ST NW,"ABRA‐
071065",Active,"Thai Chili, Inc.",Thai Chili,"701 7TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,APR 2005,200504,FY2005,,GALLERY PLACE PARTNERS
1787,701 7TH ST NW,"ABRA‐
084428",Active,"BL Restaurant Operations 
LLC",Bar Louie,"701 7TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,JUN 2007,200706,FY2007,,GALLERY PLACE PARTNERS
1788,701 9TH ST NW,"ABRA‐
060438",Active,"Mezze and More, LLC",Zaytinya,"701 9TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,DEC 2001,200112,FY2001,,INC
1789,701 9TH ST NW,"ABRA‐
060438",Active,"Mezze and More, LLC",Zaytinya,"701 9TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,SEP 2002,200209,FY2002,,INC
1791,701 PENNSYLVANIA AVE NW,"ABRA‐
015015",Active,"Knights Bridge, Inc.",701 Restaurant,"701 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C03",C,Restaurant,2006,OCT 2014,201410,FY2014,,WELLS REIT II MARKET SQUARE EAST & WEST LLC
1794,705 6TH ST NW,"ABRA‐
088296",Active,"Daikaya, LLC",Daikaya,"705 6TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C03",C,Restaurant,,MAR 2013,201303,FY2013,DAIKAYA  LLC,JEMAL'S BARTLEY LLC
1799,707 G ST NW,"ABRA‐
085225",Active,"Red Line DC, LLC",Red Line,"707 G ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,JUL 2010,201007,FY2010,,JEMAL'S TOMAN LLC & JEMAL'S MICKELSON LLC
1801,707 H ST NE,"ABRA‐
097534",Active,"Addis Ethiopian 
Restaurant, LLC",Addis Ethiopian Restaurant,"707 H ST, NE, WASHINGTON, DC 
20002","SMD 
6C05",C,Restaurant,,JAN 2015,201501,FY2015,,A JAMIL
1807,711 8TH ST SE,"ABRA‐
086141",Active,"Lola's, LLC",Lola's,"711 8TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B03",C,Tavern,2008,DEC 2010,201012,FY2010,LOLA'S  LLC,BARRETT M LINDE
1810,713 8TH ST SE,"ABRA‐
086148",Active,"Molly Malone's, LLC",Molly Malone's,"713 8TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B03",C,Restaurant,,DEC 2008,200812,FY2008,BARRACKS ROW ENTERTAINMENT LLC,"BARRACKS ROW ENTERTAINMENT, L L C."
1812,717 6TH ST NW,"ABRA‐
097418",Active,Roof Top DC LLC,Bar Deco,"717 6TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C03",C,Restaurant,,SEP 2015,201509,FY2015,,"JEMALS ROCK, LLC"
1818,723 8TH ST SE,"ABRA‐
071793",Active,"Partners At 723 8th st SE, 
LLC","The Ugly Mug Dining 
Saloon","723 8TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B03",C,Restaurant,,FEB 2002,200202,FY2002,,REICH
1821,726 7TH ST NW,"ABRA‐
091915",Active,"Jackpot, LLC",Jackpot,"726 7TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Tavern,,AUG 2013,201308,FY2013,,JEMAL'S CHINATOWN HOLDINGS LLC
1827,734 11TH ST NW,"ABRA‐
099955",Active,734 NW LLC,SAX,"734 11TH ST, NW, 
WASHINGTON, DC 20001","SMD 
2C01",C,Tavern,,APR 2011,201104,FY2011,"SAX RESTAURANT + LOUNGE, LLC",ANDERSON + COUREMBIS
1830,734 7TH ST NW,"ABRA‐
086154",Active,"Luby's Fuddruckers 
Restaurant, LLC",FUDDRUCKERS,"734 7TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,SEP 2001,200109,FY2001,,DALY
1837,772 5TH ST NW,"ABRA‐
090241",Active,"Charoen DC, Inc",Absolute Noodle,"772 5TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C03",C,Restaurant,,DEC 2012,201212,FY2012,,"AVALONBAY COMMUNITIES, INC."
1840,777 I ST NW,"ABRA‐
091610",Active,"Albisu Black, LLC",Del Campo,"777 I ST, NW, WASHINGTON, DC 
20001","SMD 
2C01",C,Restaurant,,JAN 2013,201301,FY2013,,IBEW HEADQUARTERS BUILDING LLC
1844,7815 GEORGIA AVE NW,"ABRA‐
060432",Active,Atsede Corporation,Nile Market & Kitchen,"7815 GEORGIA AVE, NW, 
WASHINGTON, DC 20012","SMD 
4B01",C,Restaurant,,NOV 2001,200111,FY2001,,RETTA MAKONNEN
1846,800 F ST NW,"ABRA‐
090756",Active,"Shake Shack 800 F Street, 
LLC",Shake Shack,"800 F ST, NW, WASHINGTON, DC 
20004","SMD 
2C01",D,Restaurant,,APR 2013,201304,FY2013,,JEMAL'S HISTORIC ROW LLC
1847,800 F ST NW,"ABRA‐
090984",Active,"AB, LLC",NOPA,"800 F ST, NW, WASHINGTON, DC 
20004","SMD 
2C01",C,Restaurant,,APR 2013,201304,FY2013,,JEMAL'S HISTORIC ROW LLC
1852,801 PENNSYLVANIA AVE NW,"ABRA‐
086639",Active,"Paul Penn, LLC",Paul Bakery,"801 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C03",D,Restaurant,,APR 2011,201104,FY2011,PAUL  PENN LLC,AVENUE ASSOCIATES PARTNERSHIP
1859,801 PENNSYLVANIA AVE NW,"ABRA‐
095796",Active,"B Washington, L.L.C.",Plan B Burger Bar,"801 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C03",C,Restaurant,,OCT 2014,201410,FY2014,,WELLS REIT II MARKET SQUARE EAST & WEST LLC
1863,805 KENNEDY ST NW,"ABRA‐
088476",Active,"Taqueria Distrito Federal 
II, INC.",Taqueria Distrito Federal,"805 KENNEDY ST, NW, 
WASHINGTON, DC 20011","SMD 
4D01",D,Restaurant,,JUL 2008,200807,FY2008,,"TAQUERIA DISTRITO FEDERAL II, INC."
1865,81 SEATON PL NW,"ABRA‐
092663",Active,"Bacio, LLC",Bacio Pizzeria,"81 SEATON PL NW, 
WASHINGTON, DC 20001","SMD 
5E07",C,Tavern,,OCT 2011,201110,FY2011,,ATILLA SUZER
1870,810 7TH ST NW,"ABRA‐
060583",Active,"Love The Beer, Inc.",R F D Washington,"810 7TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Tavern,,DEC 2002,200212,FY2002,,PM REALTY
1875,826 SHEPHERD ST NW,"ABRA‐
095380",Active,"Spice Jerk, LLC",Spice a Caribbean Jerk Joint,"826 SHEPHERD ST, NW, 
WASHINGTON, DC 20011","SMD 
4C08",D,Restaurant,,MAY 2010,201005,FY2010,,3931 GEORGIA AVENUE LLC
1877,827 KENNEDY ST NW,"ABRA‐
090806",Active,"Centeno's Restaurant, Inc.",Centeno's Restaurant,"827 KENNEDY ST, NW, 
WASHINGTON, DC 20011","SMD 
4D01",C,Restaurant,,JUL 2012,201207,FY2012,"CENTENO'S RESTAURANT, INC.",JOSE & MARINA HERNANDEZ
1884,829 UPSHUR ST NW,"ABRA‐
091646",Active,"Upshur Tavern, LLC",Petworth Citizen,"829 UPSHUR ST, NW, 
WASHINGTON, DC 20011","SMD 
4C07",C,Tavern,,MAR 2013,201303,FY2013,"UPSHUR  TAVERN, LLC",NEVALDO BAILEY
1887,900 19TH ST NW,"ABRA‐
089846",Active,"EC Restaurants (DC‐19th) 
Corp.","Elephant & Castle Pub 
Restaurant","900 19TH ST, NW, 
WASHINGTON, DC 20006","SMD 
2B06",C,Restaurant,,MAR 2009,200903,FY2009,NICK  HORTON,"CAFE 19, LLC"
1893,900 FLORIDA AVE NW,"ABRA‐
088290",Active,"Solomon Enterprises, LLC","Climax Restaurant & 
Hookah Bar","900 FLORIDA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B02",C,Tavern,2012,JUN 2010,201006,FY2010,SOLOMAN  ENTERPRIZE LLC,MICHAEL NAIZGHI
1895,900 U ST NW,"ABRA‐
075240",Active,Rocdo LLC,"Nellie's Restaurant & 
Sports Bar","900 U ST, NW, WASHINGTON, 
DC 20001","SMD 
1B02",C,Tavern,,DEC 2006,200612,FY2006,,ZEMON
1900,901 9TH ST NW,"ABRA‐
093546",Active,"Tap House 901, LLC",City Tap House,"901 9TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,NOV 2013,201311,FY2013,,801 EYE STREET ASSOCIATES LLC
1905,901 F ST NW,"ABRA‐
060635",Active,"Ella's Wood‐fired Pizza, 
LLC","Ella's Wood‐Fired Pizza, LLC","901 F ST, NW, WASHINGTON, DC 
20004","SMD 
2C01",C,Restaurant,,OCT 2002,200210,FY2002,,CUSHMAN & WAKEFIELD
1909,901 NEW YORK AVE NW,"ABRA‐
072593",Active,"Passion Food Four, LLC",Acadiana,"901 NEW YORK AVE, NW, 
WASHINGTON, DC 20001","SMD 
2C01",C,Restaurant,,AUG 2005,200508,FY2005,,BOSTON PROPERTIES
1914,901 U ST NW,"ABRA‐
082871",Active,Brixton Pub LLC,The Brixton,"901 U ST, NW, WASHINGTON, 
DC 20001","SMD 
1B02",C,Tavern,,JUN 2012,201206,FY2012,"BRIXTON PUB, LLC.",NINTH STREET DEVELOPMENT LLC
1917,909 NEW JERSEY AVE SE,"ABRA‐
098546",Active,"909 New Jersey Avenue 
Associates LLC",Scarlet Oak,"909 NEW JERSEY AVE, SE, 
WASHINGTON, DC 20003","SMD 
6D02",C,Restaurant,,JUL 2015,201507,FY2015,,909 NEW JERSEY AVENUE ACQUISITION LLC
1924,919 U ST NW,"ABRA‐
086604",Active,"919 U STREET, LLC.",EL REY,"919 U ST, NW, WASHINGTON, 
DC 20001","SMD 
1B02",C,Tavern,,FEB 2014,201402,FY2014,,ABDO U STREET LLC
1926,920 14TH ST NW,"ABRA‐
075548",Active,"Park Place, Inc.",The Park Place at 14th,"920 14TH ST, NW, 
WASHINGTON, DC 20005","SMD 
2F05",C,Nightclub,,NOV 2007,200711,FY2007,,THE PARK PLACE
1929,927 F ST NW,"ABRA‐
076457",Active,"C3Fix, LLC",Co Co Sala,"927 F ST, NW, WASHINGTON, DC 
20004","SMD 
2C01",C,Restaurant,,APR 2008,200804,FY2008,,L OCCITANE
1931,929 H ST NW,"ABRA‐
095754",Active,"Mango Concepts, LLC",Mango Tree,"929 H ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,JAN 2015,201501,FY2015,,HINES INTEREST LIMITED PARTNERSHIP
1934,944 FLORIDA AVE NW,"ABRA‐
095113",Active,"Darnell Perkins & 
Associates LLC",Darnell's,"944 FLORIDA AVE, NW, 
WASHINGTON, DC 20002","SMD 
1B11",C,Tavern,,DEC 2010,201012,FY2010,DARNELL  PERKINS,ELAINE G HOLMES
1935,950 I ST NW,"ABRA‐
095281",Active,"Del Frisco's of 
Washington DC LLC","Del Frisco's Double Eagle 
Steak House","950 I ST, NW, WASHINGTON, DC 
20001","SMD 
2C01",C,Restaurant,,AUG 2014,201408,FY2014,,CCDC RETAIL LLC (IMPS ONLY)
225,1200 NEW HAMPSHIRE AVE NW,"ABRA‐
071154",Active,"China, LLC",Meiwah,"1200 NEW HAMPSHIRE AVE, 
NW, WASHINGTON, DC 20037","SMD 
2A06",C,Restaurant,2006,MAR 2012,201203,FY2012,,N H STREET PARTNERS HOLDINGS LLC
226,1200 NEW HAMPSHIRE AVE NW,"ABRA‐
023794",Active,"Grillfish of Washington 
DC, LLC",Grillfish,"1200 NEW HAMPSHIRE AVE, 
NW, WASHINGTON, DC 20036","SMD 
2A06",C,Restaurant,2007,MAR 2012,201203,FY2012,,N H STREET PARTNERS HOLDINGS LLC
258,1212 18TH ST NW,"ABRA‐
021211",Active,Yfe Inc.,18th Street Lounge,"1212 18TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06",C,Tavern,2006,AUG 2013,201308,FY2013,PEI WEI  ASIAN DINER LLC,JEMAL'S JEFFERSON LP
314,1236 H ST NE,"ABRA‐
083822",Active,Chapter II Corp.,"Atlas Arcade/Church & 
state","1236 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01",C,Tavern,2012,OCT 2011,201110,FY2011,CHAPTER I I CORP.,1236 H STREET LLC
317,1240 9TH ST NW,"ABRA‐
094510",Active,Lost and Found LLC,Lost and Found,"1240 9TH ST, NW, 
WASHINGTON, DC 20001","SMD 
2F06",C,Tavern,,NOV 2014,201411,FY2014,,R E NELSON
481,1333 NEW HAMPSHIRE AVE NW,"ABRA‐
098781",Active,"Pizza Studio Growth 
Partners 1, LLC",Pizza Studio,"1333 NEW HAMPSHIRE AVE, 
NW, WASHINGTON, DC 20036","SMD 
2B06",D,Restaurant,,APR 2015,201504,FY2015,PIZZA STUDIO  GROWTH PARTNERS LLC,BP 1333 NEW HAMPSHIRE AVE LLC
484,1333 NEW HAMPSHIRE AVE NW,"ABRA‐
001910",Active,888 Incorporated,"The Front Page Restaurant 
& Grille","1333 NEW HAMPSHIRE AVE, 
NW, WASHINGTON, DC 20036","SMD 
2B06",C,Restaurant,2006,DEC 2009,200912,FY2009,AVC SOLUTIONS CORP,BP 1333 NEW HAMPSHIRE AVE LLC
543,1355 H ST NE,"ABRA‐
083695",Active,"Biergarten Haus, Inc.",Biergarten Haus,"1355 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A06",C,Tavern,,JUN 2010,201006,FY2010,BIERGARTEN HAUS,WINBERG CARL O
556,1370 PARK RD NW,"ABRA‐
091395",Active,"STICKY FINGERS SWEETS 
& EATS INC.","Sticky Fingers Sweets & 
Eats DC","1370 PARK RD, NW, 
WASHINGTON, DC 20010","SMD 
1A06",C,Restaurant,2005,MAR 2013,201303,FY2013,"STICKY FINGERS  SWEETS & EATS, INC",TRIANGLE DEVELOPMENT ASSOCIATES LLC
597,1400 K ST NW,"ABRA‐
096224",Active,"Ima Pizza Store 7 , LLC",& Pizza,"1400 K ST, NW, WASHINGTON, 
DC 20005","SMD 
2F05",C,Restaurant,,AUG 2015,201508,FY2015,,TRIZECHAHN LLC - 1400 K STREET NW
612,1423 H ST NE,"ABRA‐
096771",Active,THE ELROY BAR LLC,THE ELROY,"1423 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A06",C,Tavern,,MAY 2013,201305,FY2013,,C AND C PROPERTY VENTURES LLC
623,1427 H ST NE,"ABRA‐
094107",Active,"New York Avenue  Beach 
Bar, LLC",Halftime Sports Bar,"1427 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A06",C,Tavern,,APR 2014,201404,FY2014,,MASOMEH RADBOD
630,1435 P ST NW,"ABRA‐
086354",Active,"Second Home, LLC",Number Nine,"1435 P ST, NW, WASHINGTON, 
DC 20005","SMD 
2F02",C,Tavern,,JAN 2011,201101,FY2011,,GUY M HAWKINS
672,1537 7TH ST NW,"ABRA‐
092860",Active,"Ivey and Coney, LLC",Ivy and Coney,"1537 7TH ST, NW, 
WASHINGTON, DC 20001","SMD 
6E02",C,Tavern,,DEC 2013,201312,FY2013,,JOHANNES C COOKE
674,1540 NORTH CAPITOL ST NW,"ABRA‐
099450",Active,"Southeaast Restaurant 
Group, LLC",Wicked Bloom Social Club,"1540 NORTH CAPITOL ST, NW, 
WASHINGTON, DC 20002","SMD 
5E05",C,Tavern,,MAY 2015,201505,FY2015,,ATAOLLAH HAJ MOMENIAN
712,1612 U ST NW,"ABRA‐
086789",Active,"Capitol City Brewing 
Company LLC",Penthouse Pool & Lounge,"1612 U ST, NW, WASHINGTON, 
DC 20009","SMD 
2B08",C,Tavern,,MAY 2013,201305,FY2013,,URBAN ADVENTURES OF WASH INC
780,1730 M ST NW,"ABRA‐
089394",Active,TRIANGLE GROUP LLC,The Huxley,"1730 M ST, NW, WASHINGTON, 
DC 20036","SMD 
2B05",C,Nightclub,,NOV 2012,201211,FY2012,,GERALD D GROSNER
801,1737 CONNECTICUT AVE NW,"ABRA‐
088106",Active,"The Board Room DC, LLC",Board Room,"1737 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009","SMD 
2B01",C,Tavern,,SEP 2012,201209,FY2012,,"1737 CONNECTICUT AVE, LLC"
835,1815 M ST NW,"ABRA‐
093492",Active,CNS  LLC,BUB  AND POP'S,"1815 M ST, NW, WASHINGTON, 
DC 20036","SMD 
2B06",C,Restaurant,2013,APR 2012,201204,FY2012,"CNS ,LLC .",1813-1815 M STREET LLC
854,1817 M ST NW,"ABRA‐
089604",Active,"Red Bean System III, Inc.",SALA THAI,"1817 M ST, NW, WASHINGTON, 
DC 20036","SMD 
2B06",D,Restaurant,2014,APR 2012,201204,FY2012,"RED BEAN SYSTEM III,  INC.","1817 M STREET, LLC"
978,1917 18TH ST NW,"ABRA‐
099452",Active,"ACOSTAS GROUP 
Corporation",DC Grill Express,"1917 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
2B08",C,Restaurant,,FEB 2015,201502,FY2015,,K & S LLC
992,1922 I ST NW,"ABRA‐
006251",Active,"El Chalan, Inc.",El Chalan,"1922 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06",C,Restaurant,2006,APR 2012,201204,FY2012,JASMINE  CHEHRAZI,JMG LLC
1180,2122 24TH PL NE,"ABRA‐
095711",Active,Lemma Holdings LLC,Bliss,"2122 24TH PL NE, 
WASHINGTON, DC 20018","SMD 
5C02",C,Tavern,2015,AUG 2014,201408,FY2014,,VALOR 2122 24TH LLC
1282,243 K ST NE,"ABRA‐
092792",Active,Four Five Eight LLC,"INDIGO‐Indian food on the 
go!","243 K ST, NE, WASHINGTON, DC 
20002","SMD 
6C06",C,Restaurant,,MAY 2013,201305,FY2013,,DONALD E MADDEN
1394,300 NEW JERSEY AVE NW,"ABRA‐
084607",Active,"Sook & Ho, Inc.",West Wing Cafe,"300 NEW JERSEY AVE, NW, 
WASHINGTON, DC 20001","SMD 
6C02",C,Restaurant,,NOV 2010,201011,FY2010,SOOK & HO INC,51 LINCOLN LLC
1442,3013 GEORGIA AVE NW,"ABRA‐
089933",Active,Tekeab H. Habtu,"Kokeb Ethiopian 
Restaurant","3013 GEORGIA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1A10",C,Restaurant,,FEB 2012,201202,FY2012,TEKLEAH H HABTU,MANUEL C SOLLOSO
1552,3407 CONNECTICUT AVE NW,"ABRA‐
095574",Active,Q on Conn. LLC,Fat Pete's BBQ,"3407 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C04",C,Restaurant,,JUN 2014,201406,FY2014,,3407 CONNECTICUT AVENUE LLC
1628,3632 GEORGIA AVE NW,"ABRA‐
099133",Active,"3632 GEORGIA 
HOSPITALITY LLC",WALTERS,"3632 GEORGIA AVE, NW, 
WASHINGTON, DC 20010","SMD 
1A08",C,Tavern,,MAY 2015,201505,FY2015,,3632 GEORGIA AVE LLC
1631,3634 GEORGIA AVE NW,"ABRA‐
074765",Active,"The Whiskey, LLC","The Looking Glass Lounge 
at Temperance Hall","3634 GEORGIA AVE, NW, 
WASHINGTON, DC 20010","SMD 
1A08",C,Tavern,2008,DEC 2005,200512,FY2005,,BOWLING
1973,624 E ST NW,"ABRA‐
087667",Active,Lukes Lobster IV LLC,Luke's Lobster,"624 E ST, NW, WASHINGTON, DC 
20004","SMD 
2C03",D,Restaurant,,NOV 2011,201111,FY2011,,JEMAL'S DOUGLAS STEREO LLC
2069,728 7TH ST NW,"ABRA‐
091405",Active,SAF  CORPORATION,California Tortilla,"728 7TH ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",D,Restaurant,,FEB 2004,200402,FY2004,,DALY
2091,800 22ND ST NW,"ABRA‐
097148",Active,"Fast Good, LLC",Beefsteak,"800 22ND ST, NW, 
WASHINGTON, DC 20052","SMD 
2A07",C,Restaurant,,JUN 2015,201506,FY2015,,THE GEORGE WASHINGTON UNIVERSITY
2163,903 N ST NW,"ABRA‐
089395",Active,TABLE  DC LLC,TABLE DC,"903 N ST, NW, WASHINGTON, 
DC 20009","SMD 
2F06",D,Restaurant,,JAN 2013,201301,FY2013,"TABLE DC, LLC",CHARLES JAMISON
2173,915 U ST NW,"ABRA‐
078443",Active,915 U LLC,Velvet Lounge,"915 U ST, NW, WASHINGTON, 
DC 20001","SMD 
1B02",C,Tavern,2006,JAN 2008,200801,FY2008,,JODIE GREENE
2175,917 U ST NW,"ABRA‐
078749",Active,"917 U LLC (Two Summer 
Gardens)",Dodge City,"917 U ST, NW, WASHINGTON, 
DC 20001","SMD 
1B02",C,Tavern,,FEB 2010,201002,FY2010,"917 U, LLC.",CATHERINE GREENE
