,LICENSE..,STATUS,APPLICANT,TRADE.NAME,ADDRESS,YearOpen,SMD,CLASS,DESCRIPTION,street
1379,"ABRA‐
097214",Active,"SHOPHOUSE, LLC","SHOPHOUSE SOUTHEAST 
ASIAN KITCHEN","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC",,"SMD 
6C04",D,Restaurant,50 MASSACHUSETTS AVE NE
1330,"ABRA‐
086806",Active,ShopHouse LLC,"Shophouse Southeast Asian
Kitchen","1516 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036",2011,"SMD 
2B02",D,Restaurant,1516 CONNECTICUT AVE NW
391,"ABRA‐
075875",Active,"Ku‐Washington 
Corporation",Sichuan Pavilion,"1814 K ST, NW, WASHINGTON, 
DC 20006",2007,"SMD 
2B06",C,Restaurant,1814 K ST NW
707,"ABRA‐
090985",Active,Success LLC,Silo,"917‐919 5TH ST, NW, 
WASHINGTON, DC",2014,"SMD 
6E05",C,Restaurant,917‐919 5TH ST NW
468,"ABRA‐
080975",Active,La Trattoria LLC,Siroc,"915 15TH ST, NW, 
WASHINGTON, DC 20005",2009,"SMD 
2F05",C,Restaurant,915 15TH ST NW
1244,"ABRA‐
096761",Active,"Sixth and H Street Bar and
Grill, LLC","Sixth and H Street Bar and 
Grill","523 H ST, NE, WASHINGTON, DC 
20002",2015,"SMD 
6C05",C,Tavern,523 H ST NE
1093,"ABRA‐
084584",Active,Engine 6 LLC,Sixth Engine,"438 MASSACHUSETTS AVE, NW, 
WASHINGTON, DC 20001",2012,"SMD 
2C02",C,Tavern,438 MASSACHUSETTS AVE NW
220,"ABRA‐
026739",Active,"Sizzling Express III, Inc.",Sizzling Express,"600 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2006,"SMD 
6B02",C,Restaurant,600 PENNSYLVANIA AVE SE
250,"ABRA‐
060396",Active,"Sizzling Express‐Columbia 
Plaza, Inc.",Sizzling Express,"538 23RD ST, NW, 
WASHINGTON, DC 20037",2007,"SMD 
2A05",C,Restaurant,538 23RD ST NW
1200,"ABRA‐
093244",Active,"Glass House Coffee, LLC",SlipStream,"1333 14TH ST, NW, 
WASHINGTON, DC 20005",2014,"SMD 
2F03",C,Tavern,1333 14TH ST NW
222,"ABRA‐
060001",Active,S & W D.C. LLC,Smith & Wollensky,"1112 19TH ST, NW, 
WASHINGTON, DC 20006",c,"SMD 
2B06",C,Restaurant,1112 19TH ST NW
1312,"ABRA‐
080603",Active,Helene & Company,Soho Tea & Coffee,"2150 P ST, NW, WASHINGTON, 
DC 20037",2006,"SMD 
2B02",D,Restaurant,2150 P ST NW
1188,"ABRA‐
092192",Active,Fernando Postigo,Sol Mexican Grill,"1251 H ST, NE, WASHINGTON, 
DC 20002",2011,"SMD 
6A02",C,Tavern,1251 H ST NE
1030,"ABRA‐
075811",Active,Liquid Inspiration Llc,Solly's U Street Tavern,"1942 11TH ST, NW, 
WASHINGTON, DC 20001",2006,"SMD 
1B02",C,Tavern,1942 11TH ST NW
761,"ABRA‐
092841",Active,SONA CREAMERY LLC,"SONA  CREAMERY AND 
WINE BAR","660 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20002",c,"SMD 
6B02",C,Restaurant,660 PENNSYLVANIA AVE SE
68,"ABRA‐
098536",Active,"Soundcheck, LLC",Soundcheck,"1420 K ST, NW, WASHINGTON, 
DC 20005",2015,"SMD 
2F05",C,Nightclub,1420 K ST NW
259,"ABRA‐
060448",Active,Soussi Inc.,Soussi,"2228 18TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1C03",C,Restaurant,2228 18TH ST NW
623,"ABRA‐
088283",Active,Southern Hospitality LLC,Southern Hospitality,"1813‐1815 ADAMS MILL RD, NW,
WASHINGTON, DC 20009",2012,"SMD 
1C07",C,Restaurant,1813‐1815 ADAMS MILL RD NW
116,"ABRA‐
010284",Active,"Adams Morgan Spaghetti 
Gardens Inc.","Spaghetti Garden Brass 
Monkey Peyote Roxanne","2317‐2319 18TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1C07",C,Restaurant,2317‐2319 18TH ST NW
171,"ABRA‐
021676",Active,Yanlim Inc.,Spices Restaurant,"3333 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2005,"SMD 
3C04",C,Restaurant,3333 CONNECTICUT AVE NW
648,"ABRA‐
089362",Active,"Phoenix 78, LLC",Sprig & Sprout,"2317 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007",2012,"SMD 
3B02",C,Restaurant,2317 WISCONSIN AVE NW
557,"ABRA‐
085989",Active,"Hello Hospitality IV, LLC",St. Arnold's on Jefferson,"1827 JEFFERSON PL NW 4, 
WASHINGTON, DC 20036",2011,"SMD 
2B07",C,Restaurant,1827 JEFFERSON PL NW 4
340,"ABRA‐
072438",Active,"RCJ, Inc.",Stan's Restaurant,"1029 VERMONT AVE, NW, 
WASHINGTON, DC 20005",2005,"SMD 
2F05",C,Restaurant,1029 VERMONT AVE NW
993,"ABRA‐
060455",Active,"1610 Restaurant, LLC",Stetson's,"1610 U ST, NW, WASHINGTON, 
DC 20009",c,"SMD 
2B08",C,Tavern,1610 U ST NW
347,"ABRA‐
072783",Active,"Bee Hive, LLC",Sticky Rice,"1222‐1224 H ST, NW, 
WASHINGTON, DC 20002",2008,"SMD 
6A01",C,Restaurant,1222‐1224 H ST NW
795,"ABRA‐
094562",Active,"Rockfish, LLC",Stonefish Grill & Lounge,"1050 17TH ST, NW, 
WASHINGTON, DC 20036",no,"SMD 
2B05",C,Restaurant,1050 17TH ST NW
383,"ABRA‐
075613",Active,"Stoney's, LLC",Stoney's,"1433 P ST, NW, WASHINGTON, 
DC 20005",2006,"SMD 
2F02",C,Restaurant,1433 P ST NW
1279,"ABRA‐
099949",Active,"Sugar Factory Union 
Station, LLC",Sugar Factory,"50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002",,"SMD 
6C04",C,Tavern,50 MASSACHUSETTS AVE NE
507,"ABRA‐
083564",Active,Oishi Inc,Sur La Place,"5105 MACARTHUR BLVD, NW, 
WASHINGTON, DC 20016",2009,"SMD 
3D05",C,Restaurant,5105 MACARTHUR BLVD NW
440,"ABRA‐
078406",Active,"Madaket, LLC",Surfside,"2444 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007",2008,"SMD 
3B02",C,Restaurant,2444 WISCONSIN AVE NW
1355,"ABRA‐
092785",Active,KILALA ENTERPRISES  LLC,SUSHI CAPITOL,"325 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2013,"SMD 
6B01",D,Restaurant,325 PENNSYLVANIA AVE SE
319,"ABRA‐
071110",Active,Miso Hungry Inc.,Sushi Go Round & Tapas,"705 7TH ST, NW, WASHINGTON, 
DC 20001",2006,"SMD 
2C01",C,Restaurant,705 7TH ST NW
941,"ABRA‐
100490",Active,"Dreamogawa, Inc.",Sushi Ogawa,"2100 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",no,"SMD 
2D01",C,Restaurant,2100 CONNECTICUT AVE NW
1341,"ABRA‐
088557",Active,Sushi Para Company,Sushi Sai,"4221 A CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2012,"SMD 
3F02",D,Restaurant,4221 A CONNECTICUT AVE NW
114,"ABRA‐
009655",Active,New Japan Inc.,Sushi Taro,"1503 17TH ST, NW, 
WASHINGTON, DC 20036",2005,"SMD 
2B05",C,Restaurant,1503 17TH ST NW
183,"ABRA‐
023764",Active,Tai Shan Restaurant Inc.,Tai Shan Restaurant,"622 H ST, NW, WASHINGTON, 
DC 20001",c,"SMD 
2C01",C,Restaurant,622 H ST NW
227,"ABRA‐
060065",Active,"India Palace, LLC",Taj of India,"2807 M ST, NW, WASHINGTON, 
DC 20007",2007,"SMD 
2E06",C,Restaurant,2807 M ST NW
1056,"ABRA‐
079370",Active,"MDM, LLC",Takoma station Tavern,"6914 4TH ST, NW, 
WASHINGTON, DC 20012",2006,"SMD 
4B02",C,Tavern,6914 4TH ST NW
1224,"ABRA‐
094804",Active,TAKOREAN  1212  LLC,TAKOREAN,"1212 FOURTH ST, SE, 
WASHINGTON, DC 20003",2014,"SMD 
6D07",C,Tavern,1212 FOURTH ST SE
147,"ABRA‐
016129",Active,Talay Thai Inc.,Talay Thai Restaurant,"406 1ST ST, SE, WASHINGTON, 
DC 20003",2006,"SMD 
6B01",C,Restaurant,406 1ST ST SE
659,"ABRA‐
089731",Active,"Tanad Thai, Inc.",Tanad Thai Cuisine,"4912 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016",2012,"SMD 
3E03",C,Restaurant,4912 WISCONSIN AVE NW
611,"ABRA‐
087902",Active,Tanger Corporation,Tangier Lounge,"2305 18TH ST, NW 00303, 
WASHINGTON, DC 20009",c,"SMD 
1C07",C,Restaurant,2305 18TH ST NW 00303
653,"ABRA‐
089558",Active,"Tacodog, LLC",Taqueria Nacional,"1407‐1409 T ST, NW, 
WASHINGTON, DC 20009",2013,"SMD 
2B09",C,Restaurant,1407‐1409 T ST NW
445,"ABRA‐
078941",Active,"Tara Thai Spring Valley, 
Inc.",Tara Thai,"4849 MASSACHUSETTS AVE, 
NW, WASHINGTON, DC 20016",2008,"SMD 
3E02",C,Restaurant,4849 MASSACHUSETTS AVE NW
921,"ABRA‐
099054",Active,"Tartufo, LLC",Tartufo,"4910 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016",2015,"SMD 
3E03",C,Restaurant,4910 WISCONSIN AVE NW
470,"ABRA‐
081024",Active,"Restaurant Associates of 
New York, LLC",TBD #1,"1818 H ST, NW, WASHINGTON, 
DC 20433",,"SMD 
2A08",C,Restaurant,1818 H ST NW
471,"ABRA‐
081026",Active,"Restaurant Associates of 
New York, LLC",TBD #2,"1850 I ST, NW, WASHINGTON, 
DC 20433",,"SMD 
2B06",C,Restaurant,1850 I ST NW
472,"ABRA‐
081027",Active,"Restaurant Associates of 
New York, LLC",TBD #3,"701 18TH ST, NW, 
WASHINGTON, DC 20006",,"SMD 
2A08",C,Restaurant,701 18TH ST NW
469,"ABRA‐
081018",Active,"Restaurant Associates of 
New York, LLC",TBD #5,"2121 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20433",,"SMD 
2A06",C,Restaurant,2121 PENNSYLVANIA AVE NW
310,"ABRA‐
070916",Active,"Kissako, LLC",Teaism,"800 CONNECTICUT AVE, NW, 
UNIT B, WASHINGTON, DC 
20006",2008,"SMD 
2B05",C,Restaurant,800 CONNECTICUT AVE NW
535,"ABRA‐
084954",Active,"Galae Thai, Inc.",Teak Wood Restaurant,"1323 14TH ST, NW, 
WASHINGTON, DC 20005",2010,"SMD 
2F03",C,Restaurant,1323 14TH ST NW
225,"ABRA‐
060060",Active,"Bento Box, Inc.",Teasim,"400 8TH ST, NW, WASHINGTON, 
DC 20004",2006,"SMD 
2C03",C,Restaurant,400 8TH ST NW
495,"ABRA‐
082569",Active,Four Partners LLC,Ted's Bulletin,"505 8TH ST, SE, WASHINGTON, 
DC 20003",2010,"SMD 
6B03",C,Restaurant,505 8TH ST SE
544,"ABRA‐
085467",Active,Terasol Gallery & Cafe,Terasol,"5010 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2010,"SMD 
3F06",C,Restaurant,5010 CONNECTICUT AVE NW
1208,"ABRA‐
093986",Active,Terminal Alley LLC,Terminal Alley,"3701 BENNING RD, NE, STE B, 
WASHINGTON, DC 20019",2015,"SMD 
7F01",C,Tavern,3701 BENNING RD NE
904,"ABRA‐
098330",Active,"Texas de Brazil (DC)  
Corporation",Texas de Brazil,"455 MASSACHUSETTS AVE, NW, 
WASHINGTON, DC 20001",2015,"SMD 
6E05",C,Restaurant,455 MASSACHUSETTS AVE NW
1258,"ABRA‐
097774",Active,"TG Cigars, Inc.",TG Cigars,"1118 9TH ST, NW, 00001, 
WASHINGTON, DC 20001",2015,"SMD 
2F06",C,Tavern,1118 9TH ST NW 00001
305,"ABRA‐
060813",Active,"Atlanta Restaurant 
Partners LLC",TGI Friday,"2100 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20037",2006,"SMD 
2A07",C,Restaurant,2100 PENNSYLVANIA AVE NW
178,"ABRA‐
022928",Active,Thai Chef Inc.,Thai Chef,"1712 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009",2006,"SMD 
2B01",C,Restaurant,1712 CONNECTICUT AVE NW
995,"ABRA‐
060457",Active,Lounge 201 Llc,The 201 Bar,"201 D ST, NE, WASHINGTON, DC 
20002",2006,"SMD 
6C02",C,Tavern,201 D ST NE
1295,"ABRA‐
001104",Active,Gallaudet College,The Abbey Rathskeller,"700 FLORIDA AVE, NE, 
WASHINGTON, DC 20002",no,"SMD 
6C06",D,Restaurant,700 FLORIDA AVE NE
934,"ABRA‐
100018",Active,Madras Bar LLC,The Airedale,"3605 14TH ST, NW, 
WASHINGTON, DC 20010",2015,"SMD 
1A04",C,Restaurant,3605 14TH ST NW
969,"ABRA‐
019333",Active,1345 Corporation,The Big Hunt,"1345 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036",2006,"SMD 
2B07",C,Tavern,1345 CONNECTICUT AVE NW
127,"ABRA‐
012438",Active,Bombay Club Inc.,The Bombay Club,"815 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20006",2006,"SMD 
2B05",C,Restaurant,815 CONNECTICUT AVE NW
1070,"ABRA‐
081924",Active,"Fairgrounds, LLC",The Bullpen,"26 N ST, SE, WASHINGTON, DC 
20003",2011,"SMD 
6D02",C,Tavern,26 N ST SE
1116,"ABRA‐
086735",Active,"Fairgrounds, LLC",The Bullpen,"25 M ST, SE, WASHINGTON, DC 
20003",,"SMD 
6D02",C,Tavern,25 M ST SE
1115,"ABRA‐
086613",Active,"The Capital Wine School 
LLC",The Capital Wine School,"5207 WISCONSIN AVE, NW 7, 
WASHINGTON, DC 20015",,"SMD 
3E04",C,Tavern,5207 WISCONSIN AVE NW 7
976,"ABRA‐
023601",Active,Am & Eve Corporation,The Capitol Lounge,"229 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2006,"SMD 
6B01",C,Tavern,229 PENNSYLVANIA AVE SE
268,"ABRA‐
060538",Active,"The Catering Company of 
Washington","The Catering Company Of 
Washington","1341 L ST, NW, WASHINGTON, 
DC 20005",,"SMD 
2F05",C,Restaurant,1341 L ST NW
235,"ABRA‐
060160",Active,The Caucus Room LLC,The Caucus Room,"401 9TH ST, NW, WASHINGTON, 
DC 20004",2012,"SMD 
2C03",C,Restaurant,401 9TH ST NW
140,"ABRA‐
014760",Active,"The Cheesecake Factory 
RestaurantsInc.",The Cheesecake Factory,"5345 WISCONSIN AVE, NW, 
WASHINGTON, DC 20015",2005,"SMD 
3E04",C,Restaurant,5345 WISCONSIN AVE NW
581,"ABRA‐
086623",Active,"Margots Chair, Inc.",The Coupe,"3415 11TH ST, NW, 
WASHINGTON, DC 20010",2012,"SMD 
1A07",C,Restaurant,3415 11TH ST NW
896,"ABRA‐
097803",Active,"States & Letters 
Restaurant, LLC",The Dabney,"1216 1226 9TH ST, NW, 
WASHINGTON, DC 20001",2015,"SMD 
2F06",C,Restaurant,1216 1226 9TH ST NW
951,"ABRA‐
001330",Active,Dubliner Inc.,The Dubliner,"4 F ST, NW, WASHINGTON, DC 
20001",2006,"SMD 
6C02",C,Tavern,4 F ST NW
962,"ABRA‐
014419",Active,"The Fireplace Restaurant, 
Inc.",The Fireplace,"2161 P ST, NW, WASHINGTON, 
DC 20008",2006,"SMD 
2B02",C,Tavern,2161 P ST NW
1268,"ABRA‐
098864",Active,The HR‐57 Foundation,The Gallaudet Pavilion,"1399 5TH ST, NE, WASHINGTON, 
DC",,"SMD 
5D01",C,Tavern,1399 5TH ST NE
1049,"ABRA‐
078226",Active,"Soul Haven, LLC",The Gibson,"2009 14TH ST, NW, 
WASHINGTON, DC 20009",2008,"SMD 
1B12",C,Tavern,2009 14TH ST NW
20,"ABRA‐
000899",Active,3124 Corporation,The Good Guys Restaurant,"2311 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007",2007,"SMD 
3B02",C,Nightclub,2311 WISCONSIN AVE NW
937,"ABRA‐
100280",Active,DC  BORN & BREAD  LLC,The Greenbee Cafe,"1129 20TH ST, NW, 
WASHINGTON, DC 20036",,"SMD 
2B06",C,Restaurant,1129 20TH ST NW
153,"ABRA‐
017199",Active,"Brasil, Inc.",The Grill From Ipanema,"1858 COLUMBIA RD, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1C03",C,Restaurant,1858 COLUMBIA RD NW
26,"ABRA‐
001686",Active,Linda & A Inc.,The House,"3530 GEORGIA AVE, NW, 
WASHINGTON, DC 20010",2006,"SMD 
1A08",C,Nightclub,3530 GEORGIA AVE NW
964,"ABRA‐
016642",Active,"PMF, Inc.",The Improvisation,"1140 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036",2006,"SMD 
2B06",C,Tavern,1140 CONNECTICUT AVE NW
31,"ABRA‐
025542",Active,"Trade Center 
Management Associates,","The International Trade 
Center/Air","1300 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004",,"SMD 
2C01",C,Nightclub,1300 PENNSYLVANIA AVE NW
193,"ABRA‐
024599",Active,"LCRL, Inc.","The Islander Caribbean 
Restaurant & Lounge","1201 U ST, NW, WASHINGTON, 
DC 20009",c,"SMD 
1B12",C,Restaurant,1201 U ST NW
999,"ABRA‐
060581",Active,"Matchbox, LLC",The Matchbox,"711‐713 H ST, NW, 
WASHINGTON, DC 20001",2006,"SMD 
2C01",C,Tavern,711‐713 H ST NW
363,"ABRA‐
074661",Active,"Guerra, LLC",The Meeting Place,"1100 17TH ST, NW, 
WASHINGTON, DC 20036",2007,"SMD 
2B05",C,Restaurant,1100 17TH ST NW
72,"ABRA‐
000377",Active,Deauville Inc.,The Monocle,"107 D ST, NE, WASHINGTON, DC 
20002",2007,"SMD 
6C02",C,Restaurant,107 D ST NE
955,"ABRA‐
009870",Active,"Pershing Associates A DC 
Limited Partnership",The Occidental,"1475 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20005",2007,"SMD 
2C01",C,Tavern,1475 PENNSYLVANIA AVE NW
527,"ABRA‐
084736",Active,"The Oceanaire Restaurant 
Company, Inc.","The Oceanaire Seafood 
Room","1201 F ST, NW, WASHINGTON, 
DC 20004",2006,"SMD 
2C01",C,Restaurant,1201 F ST NW
168,"ABRA‐
021395",Active,Oval Room LLC,The Oval Room,"800 CONNECTICUT AVE, NW, STE
A, WASHINGTON, DC 20006",2007,"SMD 
2B05",C,Restaurant,800 CONNECTICUT AVE NW
614,"ABRA‐
088060",Active,"Logan Kitchen, LLC",The Pig,"1320 14TH ST, NW, 
WASHINGTON, DC 20005",2012,"SMD 
2F03",C,Restaurant,1320 14TH ST NW
1136,"ABRA‐
088333",Active,"A DC Restaurant Group, 
LLC",The Pinch,"3548‐3550 14TH ST, NW, 
WASHINGTON, DC 20010",2012,"SMD 
1A01",C,Tavern,3548‐3550 14TH ST NW
1227,"ABRA‐
095107",Active,THE PITCH LLC,THE PITCH,"4015 GEORGIA AVE, NW, 
WASHINGTON, DC 20011",2015,"SMD 
4C07",C,Tavern,4015 GEORGIA AVE NW
90,"ABRA‐
001469",Active,The Prime Rib Inc.,The Prime Rib,"2020 K ST, NW, WASHINGTON, 
DC 20006",2006,"SMD 
2A06",C,Restaurant,2020 K ST NW
1214,"ABRA‐
094089",Active,"Cornerstone Bar Group 
LLC",The Pub and the People,"1648 NORTH CAPITOL ST, NW, 
WASHINGTON, DC 20001",2015,"SMD 
5E06",C,Tavern,1648 NORTH CAPITOL ST NW
1087,"ABRA‐
083930",Active,"Queen Vic, LLC",The Queen Vic,"1206 H ST, NE, WASHINGTON, 
DC 20002",2011,"SMD 
6A01",C,Tavern,1206 H ST NE
943,"ABRA‐
000523",Active,"Woodward Bros., Inc.","The Rhino‐bar & 
Pumphouse","3295 M ST, NW, WASHINGTON, 
DC 20007",c,"SMD 
2E05",C,Tavern,3295 M ST NW
1212,"ABRA‐
094018",Active,"Carlson Restaurant 
Group, LLC",The Royal,"501 FLORIDA AVE, NW, 
WASHINGTON, DC 20001",2015,"SMD 
1B01",C,Tavern,501 FLORIDA AVE NW
1005,"ABRA‐
071086",Active,MCHAP Inc.,The Saloon,"1205 U ST, NW, WASHINGTON, 
DC 20009",2006,"SMD 
1B12",C,Tavern,1205 U ST NW
121,"ABRA‐
010810",Active,"Canal Square Restaurant 
Corporation",The Sea Catch,"1054 31ST ST, NW, 
WASHINGTON, DC 20007",2006,"SMD 
2E05",C,Restaurant,1054 31ST ST NW
1144,"ABRA‐
089186",Active,"Spo‐dee‐o‐dee, LLC",The Showtime,"113 RHODE ISLAND AVE, NW, 
WASHINGTON, DC 20002",2013,"SMD 
5E07",C,Tavern,113 RHODE ISLAND AVE NW
427,"ABRA‐
077565",Active,"Wolfgang Puck Catering 
and Events, LLC","The Source by Wolfgang 
Puck","575 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20001",2007,"SMD 
2C03",C,Restaurant,575 PENNSYLVANIA AVE NW
1241,"ABRA‐
096484",Active,"319 Pennsylvania Ave, 
LLC",The Stanton,"319 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2015,"SMD 
6B01",C,Tavern,319 PENNSYLVANIA AVE SE
1069,"ABRA‐
081804",Active,"Irish H, LLC",The Star and The Shamrock,"1341 H ST, NE, WASHINGTON, 
DC 20002",2010,"SMD 
6A06",C,Tavern,1341 H ST NE
1146,"ABRA‐
089491",Active,"Connecticut Avenue NW 
LLC",The Uptown Tap House,"3412 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",c,"SMD 
3C05",C,Tavern,3412 CONNECTICUT AVE NW
1194,"ABRA‐
092685",Active,Historic Restaurants Inc,"The Washington Firehouse 
Restaurant","1626 NORTH CAPITOL ST, NW, 
WASHINGTON, DC 20001",2014,"SMD 
5E06",C,Tavern,1626 NORTH CAPITOL ST NW
85,"ABRA‐
001151",Active,The Washington Palm Inc.,The Washington Palm,"1225 19TH ST, NW, 
WASHINGTON, DC 20036",2005,"SMD 
2B07",C,Restaurant,1225 19TH ST NW
37,"ABRA‐
071202",Active,"The Wonderland 
Ballroom, LLC",The Wonderland Ballroom,"1101 KENYON ST, NW, 
WASHINGTON, DC 20010",2006,"SMD 
1A06",C,Nightclub,1101 KENYON ST NW
167,"ABRA‐
020711",Active,"Kabila, Inc.",Thunder Burger & Bar,"3056 M ST, NW, WASHINGTON, 
DC 20007",2010,"SMD 
2E05",C,Restaurant,3056 M ST NW
219,"ABRA‐
026658",Active,Ark Southwest D.C. Corp,Thunder Grill,"50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002",2006,"SMD 
6C04",C,Restaurant,50 MASSACHUSETTS AVE NE
131,"ABRA‐
012671",Active,Mandarin Palace Inc.,Tian Tian Fang,"5540 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20015",c,"SMD 
3G06",C,Restaurant,5540 CONNECTICUT AVE NW
782,"ABRA‐
093610",Active,"GOOD  ESSEN‐U STREET   
LLC",TICO,"1926 14TH ST, NW, 
WASHINGTON, DC 20009",2014,"SMD 
2B09",C,Restaurant,1926 14TH ST NW
216,"ABRA‐
026246",Active,Tono Inc.,Tono‐sushi Restaurant,"2605 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2006,"SMD 
3C01",C,Restaurant,2605 CONNECTICUT AVE NW
124,"ABRA‐
011730",Active,"Jumbo Seafood 
Restaurant Inc.","Tony Cheng's Seafood 
Restaurant","619 H ST, NW, WASHINGTON, 
DC 20001",2007,"SMD 
2C01",C,Restaurant,619 H ST NW
103,"ABRA‐
007880",Active,"Cheng Restaurant 
Corporation","Tony Chengs Mongolian 
Barbeque","619 H ST, NW, UNIT A, 
WASHINGTON, DC 20001",2006,"SMD 
2C01",C,Restaurant,619 H ST NW
523,"ABRA‐
084580",Active,"Top Spanish Catering, Inc,","Top Spanish Cafe & 
Catering","3541 GEORGIA AVE, NW, 
WASHINGTON, DC 20010",2010,"SMD 
1A08",C,Restaurant,3541 GEORGIA AVE NW
553,"ABRA‐
085922",Active,"Clover Capitol Hill, LLC",Tortilla Coast,"400 1ST ST, SE, WASHINGTON, 
DC 20003",2006,"SMD 
6B01",C,Restaurant,400 1ST ST SE
589,"ABRA‐
086859",Active,"Clover Logan Circle, LLC",Tortilla Coast,"1454‐1460 P ST, NW, 
WASHINGTON, DC 20005",2011,"SMD 
2F02",C,Restaurant,1454‐1460 P ST NW
608,"ABRA‐
087730",Active,"Tortino Restaurant, Inc.",Tortino Restaurant,"1228 11TH ST, NW, 
WASHINGTON, DC 20001",2011,"SMD 
2F07",C,Restaurant,1228 11TH ST NW
240,"ABRA‐
060256",Active,"Tosca, LLC",Tosca,"555 12TH ST, NW, 
WASHINGTON, DC 20004",2006,"SMD 
2C01",C,Restaurant,555 12TH ST NW
605,"ABRA‐
087661",Active,"Five Glovers, LLC",Town Hall,"2340‐2346 WISCONSIN AVE, 
NW, WASHINGTON, DC 20007",2006,"SMD 
3B02",C,Restaurant,2340‐2346 WISCONSIN AVE NW
110,"ABRA‐
008946",Active,Trattoria Alberto Inc.,Trattoria Alberto,"504 8TH ST, SE, WASHINGTON, 
DC 20003",2007,"SMD 
6B04",C,Restaurant,504 8TH ST SE
481,"ABRA‐
081907",Active,"Bionda, LLC",Trattu,"1823 JEFFERSON PL NW, 
WASHINGTON, DC 20036",2007,"SMD 
2B07",C,Restaurant,1823 JEFFERSON PL NW
1179,"ABRA‐
091618",Active,"8TH STREET, LLC",TREE HOUSE LOUNGE,"1006 FLORIDA AVE, NE, 
WASHINGTON, DC 20002",2013,"SMD 
5D06",C,Tavern,1006 FLORIDA AVE NE
70,"ABRA‐
000168",Active,"G & G Investments, Inc.","Trio Rest & Fox & Hounds 
Lounge","1537 17TH ST, NW, 
WASHINGTON, DC 20036",2008,"SMD 
2B05",C,Restaurant,1537 17TH ST NW
1008,"ABRA‐
071352",Active,"1420 Pennsy, LLC",Trusty's Bar,"1420 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2006,"SMD 
6B06",C,Tavern,1420 PENNSYLVANIA AVE SE
208,"ABRA‐
025781",Active,Tryst Incorporated,Tryst,"2459 18TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1C07",C,Restaurant,2459 18TH ST NW
944,"ABRA‐
000559",Active,Tune Inn Inc.,Tune Inn Restaurant,"331 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2006,"SMD 
6B01",C,Tavern,331 PENNSYLVANIA AVE SE
247,"ABRA‐
060383",Active,Harlou Inc.,Tunnicliffs Tavern,"222 7TH ST, SE, WASHINGTON, 
DC 20003",2006,"SMD 
6B02",C,Restaurant,222 7TH ST SE
981,"ABRA‐
024778",Active,Mec Inc,Turntable Restaurant,"5802 GEORGIA AVE, NW, 
WASHINGTON, DC 20011",2010,"SMD 
4C01",C,Tavern,5802 GEORGIA AVE NW
245,"ABRA‐
060352",Active,Two Amys LLC,Two Amys,"3715 MACOMB ST, NW, 
WASHINGTON, DC 20016",2005,"SMD 
3C07",C,Restaurant,3715 MACOMB ST NW
43,"ABRA‐
074767",Active,"Toppromo, Inc.",Ultrabar/Chroma,"911 F ST, NW, WASHINGTON, DC 
20001",2006,"SMD 
2C01",C,Nightclub,911 F ST NW
959,"ABRA‐
013377",Active,"Pizzeria Uno of Union 
Station, Inc.",Uno Chicago Grill,"50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002",,"SMD 
6C04",C,Tavern,50 MASSACHUSETTS AVE NE
