"","street","LICENSE..","STATUS","APPLICANT","TRADE.NAME","ADDRESS","SMD","CLASS","DESCRIPTION","Selection.DATE","Month.Sort","FY.Sort","Applicant","Owner.Name"
"115","1110 VERMONT AVE NW","ABRA‐
076072","Active","Mio, DC, LLC","Mio Restaurant","1110 VERMONT AVE, NW, 
WASHINGTON, DC 20005","SMD 
2F05","C","Restaurant","APR 2007",200704,"FY2007","","PERSEUS REALTY LLC"
"116","1110 VERMONT AVE NW","ABRA‐
076072","Active","Mio, DC, LLC","Mio Restaurant","1110 VERMONT AVE, NW, 
WASHINGTON, DC 20005","SMD 
2F05","C","Restaurant","SEP 2006",200609,"FY2006","","PERSEUS REALTY LLC"
"117","1110 VERMONT AVE NW","ABRA‐
076072","Active","Mio, DC, LLC","Mio Restaurant","1110 VERMONT AVE, NW, 
WASHINGTON, DC 20005","SMD 
2F05","C","Restaurant","FEB 2007",200702,"FY2007","","PERSEUS REALTY LLC"
"119","1118 H ST NE","ABRA‐
089158","Active","Ima Pizza H Street NE, LLC","H & PIZZA","1118 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Restaurant","APR 2009",200904,"FY2009","HOUSE IDEAL PARTNERSHIP LLC","ZHOU A WU"
"120","1118 H ST NE","ABRA‐
089158","Active","Ima Pizza H Street NE, LLC","H & PIZZA","1118 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Restaurant","JUL 2012",201207,"FY2012","IMA PIZZA H STREET NE, LLC.","ZHOU A WU"
"121","1118 H ST NE","ABRA‐
089158","Active","Ima Pizza H Street NE, LLC","H & PIZZA","1118 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Restaurant","NOV 2005",200511,"FY2005","","ANGIE ADAMS"
"122","1119 V ST NW","ABRA‐
090369","Active","Taco El Chilango (DC) LLC","Taco El Chilango","1119 V ST, NW, WASHINGTON, 
DC 20009","SMD 
1B02","C","Restaurant","NOV 2008",200811,"FY2008","YONAS CHALKA","GETANEH WONDEMAGHNEW"
"123","1119 V ST NW","ABRA‐
090369","Active","Taco El Chilango (DC) LLC","Taco El Chilango","1119 V ST, NW, WASHINGTON, 
DC 20009","SMD 
1B02","C","Restaurant","NOV 2006",200611,"FY2006","","BETSY"
"124","1119 V ST NW","ABRA‐
090369","Active","Taco El Chilango (DC) LLC","Taco El Chilango","1119 V ST, NW, WASHINGTON, 
DC 20009","SMD 
1B02","C","Restaurant","AUG 2010",201008,"FY2010","V ST CAFE' LLC","YESHAREG T WONDMAGNHU"
"125","1119 V ST NW","ABRA‐
090369","Active","Taco El Chilango (DC) LLC","Taco El Chilango","1119 V ST, NW, WASHINGTON, 
DC 20009","SMD 
1B02","C","Restaurant","JAN 2004",200401,"FY2004","","BELAY YEHUNIE"
"126","1119 V ST NW","ABRA‐
090369","Active","Taco El Chilango (DC) LLC","Taco El Chilango","1119 V ST, NW, WASHINGTON, 
DC 20009","SMD 
1B02","C","Restaurant","MAR 2011",201103,"FY2011","BBF FOOD  LLC","BARAN HAJIESMAILOO AND FEYZAN HAJIESMAILOO"
"127","1119 V ST NW","ABRA‐
090369","Active","Taco El Chilango (DC) LLC","Taco El Chilango","1119 V ST, NW, WASHINGTON, 
DC 20009","SMD 
1B02","C","Restaurant","APR 2012",201204,"FY2012","","YESHIARGE TESFAYE WONDMAGNHU"
"128","1119 V ST NW","ABRA‐
090369","Active","Taco El Chilango (DC) LLC","Taco El Chilango","1119 V ST, NW, WASHINGTON, 
DC 20009","SMD 
1B02","C","Restaurant","APR 2005",200504,"FY2005","","BETSY"
"129","1120 19TH ST NW","ABRA‐
098268","Active","TNT  LLC","OLIVIA'S DINER","1120 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAR 2012",201203,"FY2012","","PRUDENCE LLC"
"130","1120 19TH ST NW","ABRA‐
098268","Active","TNT  LLC","OLIVIA'S DINER","1120 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JAN 2002",200201,"FY2002","","POPULATION SERVICES"
"131","1120 19TH ST NW","ABRA‐
098268","Active","TNT  LLC","OLIVIA'S DINER","1120 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","APR 2005",200504,"FY2005","","POPULATION SERVICES"
"132","1120 19TH ST NW","ABRA‐
024470","Active","Magic Meals Inc.","Nooshi","1120 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAR 2012",201203,"FY2012","","PRUDENCE LLC"
"133","1120 19TH ST NW","ABRA‐
024470","Active","Magic Meals Inc.","Nooshi","1120 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JAN 2002",200201,"FY2002","","POPULATION SERVICES"
"134","1120 19TH ST NW","ABRA‐
024470","Active","Magic Meals Inc.","Nooshi","1120 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","APR 2005",200504,"FY2005","","POPULATION SERVICES"
"135","1123 H ST NE","ABRA‐
096779","Active","Naomi's Ladder, LLC","Touche","1123 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A02","C","Tavern","MAR 2008",200803,"FY2008","","BEG INVESTMENTS LLC"
"136","1123 H ST NE","ABRA‐
096779","Active","Naomi's Ladder, LLC","Touche","1123 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A02","C","Tavern","SEP 2014",201409,"FY2014","","SECOND FSK ASSOCIATES LLC"
"137","1123 H ST NE","ABRA‐
096779","Active","Naomi's Ladder, LLC","Touche","1123 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A02","C","Tavern","SEP 2014",201409,"FY2014","","SECOND FSK ASSOCIATES LLC"
"140","1128 H ST NE","ABRA‐
088779","Active","SJ Enterprises, LLC","Cusbah","1128 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Restaurant","AUG 2007",200708,"FY2007","","WALLACE"
"141","1128 H ST NE","ABRA‐
088779","Active","SJ Enterprises, LLC","Cusbah","1128 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Restaurant","JUN 2012",201206,"FY2012","","JAMES WALLACE"
"142","1128 H ST NE","ABRA‐
088779","Active","SJ Enterprises, LLC","Cusbah","1128 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Restaurant","MAY 2011",201105,"FY2011","TARIQ HUSSEIN ,","JAMES W WALLACE"
"145","1136 19TH ST NW","ABRA‐
074353","Active","Tea Room, LLC","Science Club","1136 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Tavern","DEC 2004",200412,"FY2004","","DOUGLAS DEVELOPMENT"
"146","1136 19TH ST NW","ABRA‐
074353","Active","Tea Room, LLC","Science Club","1136 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Tavern","OCT 2005",200510,"FY2005","","DOUGLAS DEVELOPMENT"
"147","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","SEP 2001",200109,"FY2001","","OMNI S."
"148","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2014",201407,"FY2014","","AREP 1140 19TH STREET LLC"
"149","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAR 2011",201103,"FY2011","AHMED  ASHRAFI","ELEVEN 40 ASSOCIATES"
"150","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2003",200307,"FY2003","","OMNI S."
"151","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JAN 2002",200201,"FY2002","","OMNI S."
"152","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","AUG 2006",200608,"FY2006","","OMNI S."
"153","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2010",201007,"FY2010","MAYUR I INC","GUARDIAN REALTY"
"154","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2014",201407,"FY2014","","AREP 1140 19TH STREET LLC"
"155","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","FEB 2009",200902,"FY2009","ZIA INC.","ZIA INC."
"156","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2014",201407,"FY2014","","AREP 1140 19TH STREET LLC"
"157","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","SEP 2010",201009,"FY2010","ADRITAA,  INC","ELEVEN 40 ASSOCIATES"
"158","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","OCT 2005",200510,"FY2005","","OMNI S."
"159","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","FEB 2005",200502,"FY2005","","OMNI S."
"160","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","FEB 2014",201402,"FY2014","","AREP 1140 19TH STREET LLC"
"161","1140 19TH ST NW","ABRA‐
093151","Active","The Noodle Shop Co.‐ 
Colorado, Inc.","Noodles & Company","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAY 2008",200805,"FY2008","","OMNI S."
"162","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","SEP 2001",200109,"FY2001","","OMNI S."
"163","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2014",201407,"FY2014","","AREP 1140 19TH STREET LLC"
"164","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAR 2011",201103,"FY2011","AHMED  ASHRAFI","ELEVEN 40 ASSOCIATES"
"165","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2003",200307,"FY2003","","OMNI S."
"166","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JAN 2002",200201,"FY2002","","OMNI S."
"167","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","AUG 2006",200608,"FY2006","","OMNI S."
"168","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2010",201007,"FY2010","MAYUR I INC","GUARDIAN REALTY"
"169","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2014",201407,"FY2014","","AREP 1140 19TH STREET LLC"
"170","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","FEB 2009",200902,"FY2009","ZIA INC.","ZIA INC."
"171","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUL 2014",201407,"FY2014","","AREP 1140 19TH STREET LLC"
"172","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","SEP 2010",201009,"FY2010","ADRITAA,  INC","ELEVEN 40 ASSOCIATES"
"173","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","OCT 2005",200510,"FY2005","","OMNI S."
"174","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","FEB 2005",200502,"FY2005","","OMNI S."
"175","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","FEB 2014",201402,"FY2014","","AREP 1140 19TH STREET LLC"
"176","1140 19TH ST NW","ABRA‐
094847","Active","MANI LLC","grk Fresh Greek","1140 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAY 2008",200805,"FY2008","","OMNI S."
"178","1150 CONNECTICUT AVE NW","ABRA‐
094263","Active","Native Foods California, 
LLC","Native Foods Cafe","1150 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036","SMD 
2B06","D","Restaurant","DEC 2003",200312,"FY2003","","IHS/CERA"
"179","1150 CONNECTICUT AVE NW","ABRA‐
094263","Active","Native Foods California, 
LLC","Native Foods Cafe","1150 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036","SMD 
2B06","D","Restaurant","SEP 2014",201409,"FY2014","","NORTHWESTERN DEVELOPMENT COMPANY B"
"180","1150 CONNECTICUT AVE NW","ABRA‐
094263","Active","Native Foods California, 
LLC","Native Foods Cafe","1150 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036","SMD 
2B06","D","Restaurant","FEB 2008",200802,"FY2008","","SIZZLING FOULADI,INC"
"181","1150 CONNECTICUT AVE NW","ABRA‐
094263","Active","Native Foods California, 
LLC","Native Foods Cafe","1150 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036","SMD 
2B06","D","Restaurant","SEP 2014",201409,"FY2014","","NORTHWESTERN DEVELOPMENT COMPANY B"
"182","1150 CONNECTICUT AVE NW","ABRA‐
094263","Active","Native Foods California, 
LLC","Native Foods Cafe","1150 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036","SMD 
2B06","D","Restaurant","DEC 2006",200612,"FY2006","","NORTHWESTERN DEVLOPMENT CO."
"184","1200 19TH ST NW","ABRA‐
074176","Active","Mai Thai LLC","Mai Thai","1200 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAY 2006",200605,"FY2006","","HINES"
"185","1200 19TH ST NW","ABRA‐
074176","Active","Mai Thai LLC","Mai Thai","1200 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAY 2013",201305,"FY2013","","HINES 1200 NINETEENTH STREET LLC"
"186","1200 19TH ST NW","ABRA‐
074176","Active","Mai Thai LLC","Mai Thai","1200 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUN 2008",200806,"FY2008","","HINES"
"187","1200 19TH ST NW","ABRA‐
074176","Active","Mai Thai LLC","Mai Thai","1200 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","SEP 2004",200409,"FY2004","","HINES"
"188","1200 19TH ST NW","ABRA‐
089980","Active","Lion Hospitality","Teddy","1200 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAY 2006",200605,"FY2006","","HINES"
"189","1200 19TH ST NW","ABRA‐
089980","Active","Lion Hospitality","Teddy","1200 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","MAY 2013",201305,"FY2013","","HINES 1200 NINETEENTH STREET LLC"
"190","1200 19TH ST NW","ABRA‐
089980","Active","Lion Hospitality","Teddy","1200 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","JUN 2008",200806,"FY2008","","HINES"
"191","1200 19TH ST NW","ABRA‐
089980","Active","Lion Hospitality","Teddy","1200 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Restaurant","SEP 2004",200409,"FY2004","","HINES"
"192","1200 H ST NE","ABRA‐
087558","Active","Raso Corporation","Nomad Hookah Bar","1200 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Tavern","JUN 2014",201406,"FY2014","","1200 H STREET NE PARTNERSHIP"
"193","1200 H ST NE","ABRA‐
087558","Active","Raso Corporation","Nomad Hookah Bar","1200 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Tavern","JUN 2014",201406,"FY2014","","1200 H STREET NE PARTNERSHIP"
"194","1200 H ST NE","ABRA‐
087558","Active","Raso Corporation","Nomad Hookah Bar","1200 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Tavern","APR 2012",201204,"FY2012","RASO  CORPORATION","1200 H STREET NE PARTNERSHIP"
"195","1200 H ST NE","ABRA‐
087558","Active","Raso Corporation","Nomad Hookah Bar","1200 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Tavern","JAN 2015",201501,"FY2015","","1200 H STREET NE PARTNERSHIP"
"196","1200 H ST NE","ABRA‐
087558","Active","Raso Corporation","Nomad Hookah Bar","1200 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Tavern","APR 2012",201204,"FY2012","RASO  CORPORATION","1200 H STREET NE PARTNERSHIP"
"199","1201 PENNSYLVANIA AVE NW","ABRA‐
089428","Active","Del Frisco's Grille of 
Washington DC LLC","Del Frisco's Grille","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","MAY 2005",200505,"FY2005","","DC ONE ASSOCIATES"
"200","1201 PENNSYLVANIA AVE NW","ABRA‐
089428","Active","Del Frisco's Grille of 
Washington DC LLC","Del Frisco's Grille","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","AUG 2012",201208,"FY2012","","TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA"
"201","1201 PENNSYLVANIA AVE NW","ABRA‐
089428","Active","Del Frisco's Grille of 
Washington DC LLC","Del Frisco's Grille","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","NOV 2006",200611,"FY2006","","JOSEPH & SON, INC"
"202","1201 PENNSYLVANIA AVE NW","ABRA‐
089428","Active","Del Frisco's Grille of 
Washington DC LLC","Del Frisco's Grille","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","JUL 2015",201507,"FY2015","","1201 LAND LP"
"203","1201 PENNSYLVANIA AVE NW","ABRA‐
089428","Active","Del Frisco's Grille of 
Washington DC LLC","Del Frisco's Grille","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","JUN 2012",201206,"FY2012","DEL FRISCO'S GRILLE OF WASHINGTON DC, LLC","TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA"
"204","1201 PENNSYLVANIA AVE NW","ABRA‐
089428","Active","Del Frisco's Grille of 
Washington DC LLC","Del Frisco's Grille","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","FEB 2007",200702,"FY2007","","SODEXHO MANAGEMENT,INC."
"205","1201 PENNSYLVANIA AVE NW","ABRA‐
089428","Active","Del Frisco's Grille of 
Washington DC LLC","Del Frisco's Grille","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","APR 2013",201304,"FY2013","","1201 LAND LP"
"206","1201 PENNSYLVANIA AVE NW","ABRA‐
089845","Active","EC Restaurant (DC Penn 
Ave ) Corp.","Elephant & Castle Pub 
Restaurant","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","MAY 2005",200505,"FY2005","","DC ONE ASSOCIATES"
"207","1201 PENNSYLVANIA AVE NW","ABRA‐
089845","Active","EC Restaurant (DC Penn 
Ave ) Corp.","Elephant & Castle Pub 
Restaurant","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","AUG 2012",201208,"FY2012","","TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA"
"208","1201 PENNSYLVANIA AVE NW","ABRA‐
089845","Active","EC Restaurant (DC Penn 
Ave ) Corp.","Elephant & Castle Pub 
Restaurant","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","NOV 2006",200611,"FY2006","","JOSEPH & SON, INC"
"209","1201 PENNSYLVANIA AVE NW","ABRA‐
089845","Active","EC Restaurant (DC Penn 
Ave ) Corp.","Elephant & Castle Pub 
Restaurant","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","JUL 2015",201507,"FY2015","","1201 LAND LP"
"210","1201 PENNSYLVANIA AVE NW","ABRA‐
089845","Active","EC Restaurant (DC Penn 
Ave ) Corp.","Elephant & Castle Pub 
Restaurant","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","JUN 2012",201206,"FY2012","DEL FRISCO'S GRILLE OF WASHINGTON DC, LLC","TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA"
"211","1201 PENNSYLVANIA AVE NW","ABRA‐
089845","Active","EC Restaurant (DC Penn 
Ave ) Corp.","Elephant & Castle Pub 
Restaurant","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","FEB 2007",200702,"FY2007","","SODEXHO MANAGEMENT,INC."
"212","1201 PENNSYLVANIA AVE NW","ABRA‐
089845","Active","EC Restaurant (DC Penn 
Ave ) Corp.","Elephant & Castle Pub 
Restaurant","1201 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Restaurant","APR 2013",201304,"FY2013","","1201 LAND LP"
"213","1207 19TH ST NW","ABRA‐
087685","Active","Good Life 1207 LLC.","Irish Whiskey","1207 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Tavern","FEB 2004",200402,"FY2004","","AEROPLANE LTD PRTNERSHIP"
"214","1207 19TH ST NW","ABRA‐
087685","Active","Good Life 1207 LLC.","Irish Whiskey","1207 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Tavern","FEB 2004",200402,"FY2004","","AEROPLANE LTD PRTNERSHIP"
"215","1207 19TH ST NW","ABRA‐
087685","Active","Good Life 1207 LLC.","Irish Whiskey","1207 19TH ST, NW, 
WASHINGTON, DC 20036","SMD 
2B06","C","Tavern","JUL 2011",201107,"FY2011","GOOD LIFE 1207 LLC","GROSVENOR URBAN RETAIL LP"
"216","1208 H ST NE","ABRA‐
088675","Active","R ‐ S, INC","Kitty's Saloon","1208 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Restaurant","NOV 2012",201211,"FY2012","","UOF-H STREET LLC"
"217","1208 H ST NE","ABRA‐
088675","Active","R ‐ S, INC","Kitty's Saloon","1208 H ST, NE, WASHINGTON, 
DC 20002","SMD 
6A01","C","Restaurant","JAN 2012",201201,"FY2012","","UOF-H STREET LLC"
"218","1208 U ST NW","ABRA‐
100340","Active","Belay Abere","Amsterdam Lounge","1208 U ST, NW, WASHINGTON, 
DC 20009","SMD 
1B12","C","Tavern","AUG 2015",201508,"FY2015","","1208 -1210 U STREET LLC"
"219","1208 U ST NW","ABRA‐
100340","Active","Belay Abere","Amsterdam Lounge","1208 U ST, NW, WASHINGTON, 
DC 20009","SMD 
1B12","C","Tavern","JUL 2008",200807,"FY2008","","ALFRED CANNON"
"220","1208 U ST NW","ABRA‐
100340","Active","Belay Abere","Amsterdam Lounge","1208 U ST, NW, WASHINGTON, 
DC 20009","SMD 
1B12","C","Tavern","JUL 2015",201507,"FY2015","","1208 -1210 U STREET, LLC"
"221","1208 U ST NW","ABRA‐
100340","Active","Belay Abere","Amsterdam Lounge","1208 U ST, NW, WASHINGTON, 
DC 20009","SMD 
1B12","C","Tavern","AUG 2015",201508,"FY2015","","1208 -1210 U STREET LLC"
"223","1211 POTOMAC ST NW","ABRA‐
095958","Active","Lukes Lobster VIII LLC","Luke's Lobster","1211 POTOMAC ST, NW, 
WASHINGTON, DC 20007","SMD 
2E05","C","Restaurant","SEP 2009",200909,"FY2009","PHILLY PIZZA & GRILL, INC.","JUANITA GRAY"
"224","1211 POTOMAC ST NW","ABRA‐
095958","Active","Lukes Lobster VIII LLC","Luke's Lobster","1211 POTOMAC ST, NW, 
WASHINGTON, DC 20007","SMD 
2E05","C","Restaurant","SEP 2008",200809,"FY2008","PHILLY PIZZA & GRILL","JUANITA GRAY"
"225","1211 U ST NW","ABRA‐
077567","Active","Knz, LLC","Next Door","1211 U ST, NW, WASHINGTON, 
DC 20009","SMD 
1B12","C","Tavern","DEC 2014",201412,"FY2014","","B C B PROPERTIES LTD LIABILITY CO"
"226","1211 U ST NW","ABRA‐
077567","Active","Knz, LLC","Next Door","1211 U ST, NW, WASHINGTON, 
DC 20009","SMD 
1B12","C","Tavern","DEC 2008",200812,"FY2008","KNZ, L L C.","KNZ, L L C."
